agent,wall clock,dc num,kernel sec,avg msec/dc,cpu sec,pf total,average msec/pf,wm current,wm mean,wm max,wm additions,wm removals,max dc time cycle,max dc time value,max dc changes cycle,max dc changes value,max dc pf cycle,max dc pf value,epmem time,epmem max time cycle,epmem max time value,epmem bytes,epmem stores,epmem time per dc,smem time,smem max time cycle,smem max time value,smem bytes,smem retrieves,smem queries,smem stores,smem time per dc,settings
seek,-1313493410730.032000,34584,0.174656,0.005050,0.343816,34745,0.005027,444,442.536752,453,118466,118022,11,1616,1,292,1,22,0.006215,11,0.001601,860728,8,0.000000,0.005257,4,0.000238,860728,0,2,9,0.000000,"2011-08-31 12:30:28,learn:OFF,epmem-learning:true,smem-learning:true,epmem-exclusions:epmem;smem,default-storage-area-id:24,areas-held-in:smem,objects-held-in:epmem,look-ahead-planning:yes,search-control-go-to-gateway:yes,delete-old-areas:false,misc-commands:smem --set timers one;epmem --set timers one;waitsnc --disable,mission:random-walk"
