agent,wall clock,dc num,kernel sec,avg msec/dc,cpu sec,pf total,average msec/pf,wm current,wm mean,wm max,wm additions,wm removals,max dc time cycle,max dc time value,max dc changes cycle,max dc changes value,max dc pf cycle,max dc pf value,epmem time,epmem max time cycle,epmem max time value,epmem bytes,epmem stores,epmem time per dc,smem time,smem max time cycle,smem max time value,smem bytes,smem retrieves,smem queries,smem stores,smem time per dc,settings
seek,-1313493436033.063000,36366,0.078835,0.002168,0.222864,36517,0.002159,475,473.668054,484,125008,124533,29290,251,1,306,1,27,0.000000,0,0.000000,391240,0,0.000000,0.000000,0,0.000000,391240,0,0,0,0.000000,"2011-08-31 12:30:54,learn:OFF,epmem-learning:false,smem-learning:false,epmem-exclusions:epmem;smem,default-storage-area-id:24,areas-held-in:wm,objects-held-in:wm,look-ahead-planning:yes,search-control-go-to-gateway:yes,delete-old-areas:false,misc-commands:smem --set timers one;epmem --set timers one;waitsnc --disable,mission:clean-rooms"
