agent,wall clock,dc num,kernel sec,avg msec/dc,cpu sec,pf total,average msec/pf,wm current,wm mean,wm max,wm additions,wm removals,max dc time cycle,max dc time value,max dc changes cycle,max dc changes value,max dc pf cycle,max dc pf value,epmem time,epmem max time cycle,epmem max time value,epmem bytes,epmem stores,epmem time per dc,smem time,smem max time cycle,smem max time value,smem bytes,smem retrieves,smem queries,smem stores,smem time per dc,settings
seek,-1313493462158.557000,34292,0.175896,0.005129,0.308574,34460,0.005104,486,486.645709,488,118826,118340,4,384,1,295,1,24,0.000000,0,0.000000,391240,0,0.000000,0.005156,4,0.000314,391240,0,3,10,0.000000,"2011-08-31 12:31:20,learn:OFF,epmem-learning:false,smem-learning:true,epmem-exclusions:epmem;smem,default-storage-area-id:24,areas-held-in:smem,objects-held-in:smem,look-ahead-planning:yes,search-control-go-to-gateway:yes,delete-old-areas:false,misc-commands:smem --set timers one;epmem --set timers one;waitsnc --disable,mission:clean-rooms"
